"MLS #","Cat","Status","Address","Zip Code","County","Structure Type","Total Finished SQFT","Beds","Bathrooms Full","Bathrooms Half","On Market Date","Close Date","List Price","Close Price","DOM","CDOM","Sale Type","Close Sale Type","Buyer Financing","Lot Size Acres","Year Built","New Construction YN","Year Major Reno/Remodel","Property Condition","Subdivision/Neighborhood","Legal Subdivision"
"VASP2022554","RES","CLS","1727 Legacy","22408","Spotsylvania, VA","Detached","3,352","5","5","","","12/28/23","$812,888.00","$812,888","0","0","Standard","Standard Sale","VA","0.69","2023","Yes","","Excellent","NEW POST ON THE RAPPAHANNOCK",""
"VASP2022508","RES","CLS","3920 Applegate Ct","22408","Spotsylvania, VA","End of Row/Townhouse","2,189","4","3","1","","05/31/23","$444,900.00","$444,900","0","0","Standard","Standard Sale","VA","0.04","2023","Yes","","Excellent","NONE AVAILABLE",""
"VASP2022340","RES","CLS","3901 Mine Rd","22408","Spotsylvania, VA","Detached","1,972","5","3","","","12/28/23","$240,000.00","$240,000","0","0","Standard","Standard Sale","Cash","0.52","1976","No","","","NONE AVAILABLE",""
"VASP2022302","RES","CLS","7435 Courthouse Rd","22551","Spotsylvania, VA","Detached","2,261","4","2","","","12/19/23","$225,807.00","$225,807","1","1","Standard","Standard Sale","VA","1.00","1980","No","","","NONE AVAILABLE",""
"VASP2022250","RES","CLS","10806 Green Leaf Run","22551","Spotsylvania, VA","Detached","4,083","4","4","1","","12/07/23","$744,820.00","$744,820","0","0","Standard","Standard Sale","FHA","0.48","2023","Yes","","Excellent","FAWN LAKE",""
"VASP2022146","RES","CLS","4102 Bolton Ct","22408","Spotsylvania, VA","Interior Row/Townhouse","0","3","3","1","","12/15/23","$419,875.00","$419,875","0","0","Standard","Standard Sale","VA","0.04","2023","Yes","","Excellent","NONE AVAILABLE",""
"VASP2022128","RES","CLS","4019 Singerville Ct","22408","Spotsylvania, VA","Interior Row/Townhouse","0","4","3","1","","09/05/23","$413,950.00","$413,950","0","0","Standard","Standard Sale","Conventional","0.04","2023","Yes","","Excellent","NONE AVAILABLE",""
"VASP2022114","RES","CLS","8711 Stevenson","22553","Spotsylvania, VA","Interior Row/Townhouse","2,285","4","3","1","","12/28/23","$407,255.00","$407,255","0","0","Standard","Standard Sale","FHA","0.08","2023","Yes","","Excellent","COURTHOUSE COMMONS",""
"VASP2022110","RES","CLS","7931 Independence Square","22553","Spotsylvania, VA","End of Row/Townhouse","1,606","3","2","1","","12/26/23","$339,460.00","$339,460","0","0","Standard","Standard Sale","USDA","","2023","Yes","","Excellent","NONE AVAILABLE",""
"VASP2022006","RES","CLS","11912 Beamer Drive","22551","Spotsylvania, VA","Detached","5,800","5","6","1","","08/28/23","$870,960.00","$942,984","0","0","Standard","Standard Sale","FHA","0.94","2023","Yes","","Excellent","FAWN LAKE",""
"VASP2021968","RES","CLS","11211 Tidewater Trail","22408","Spotsylvania, VA","Detached","2,750","5","3","","","12/18/23","$490,000.00","$490,000","1","1","Standard","Standard Sale","Conventional","0.45","2023","Yes","","Excellent","NONE AVAILABLE","H.N. DICKINSON SUB"
