"MLS #","Cat","Status","Address","Zip Code","County","Structure Type","Total Finished SQFT","Beds","Bathrooms Full","Bathrooms Half","On Market Date","Close Date","List Price","Close Price","DOM","CDOM","Sale Type","Close Sale Type","Buyer Financing","Lot Size Acres","Year Built","New Construction YN","Year Major Reno/Remodel","Property Condition","Subdivision/Neighborhood","Legal Subdivision"
"VASP2025158","RES","CLS","201 Truslow Ridge Court","22407","Spotsylvania, VA","Detached","3,000","6","3","1","","04/29/24","$1,194,230.00","$1,194,230","0","0","Standard","Standard Sale","VA","5.00","","Yes","","Excellent","NONE AVAILABLE",""
"VASP2024968","RES","CLS","10108 N Streamview Ct","22408","Spotsylvania, VA","Detached","16,883","3","2","","","04/10/24","$619,900.00","$816,400","0","0","Third Party Approval","Standard Sale","VA","0.39","2023","Yes","","Excellent","NONE AVAILABLE",""
"VASP2024924","RES","CLS","7969 Independence Dr #1004H","22553","Spotsylvania, VA","Unit/Flat/Apartment","2,481","33","2","1","","04/30/24","$369,990.00","$369,990","0","0","Standard","Standard Sale","Conventional","","2024","Yes","","Excellent","NONE AVAILABLE",""
"VASP2024918","RES","CLS","8812 Stevenson Lane","22553","Spotsylvania, VA","Interior Row/Townhouse","2,285","4","3","1","","03/18/24","$449,245.00","$449,245","0","0","Standard","Standard Sale","Conventional","0.04","2024","Yes","","Excellent","NONE AVAILABLE",""
"VASP2024892","RES","CLS","11306 Yorkshire Ct","22407","Spotsylvania, VA","Detached","1,728","3","2","1","","04/11/24","$385,000.00","$380,000","0","0","Standard","Standard Sale","Conventional","0.33","1986","No","","","QUEEN'S MILL OF SALEM STATION","QUEEN'S MILL"
"VASP2024508","RES","CLS","8701 Davis Ct","22553","Spotsylvania, VA","Detached","3,200","4","4","1","","04/12/24","$656,650.00","$656,650","0","0","Standard","Standard Sale","VA","0.00","2024","Yes","","Excellent","WOODBERRY MANOR",""
"VASP2024424","RES","CLS","9012 Misty Morning Dr","22407","Spotsylvania, VA","Detached","1,272","2","1","","","04/12/24","$250,000.00","$217,750","0","0","Standard","Standard Sale","Cash","5.02","1950","No","","","RAPIDAN RETREAT","RAPIDAN RETREAT"
"VASP2024242","RES","CLS","10706 Ann Davis Dr","22408","Spotsylvania, VA","Detached","2,343","4","2","1","04/15/2024","04/26/24","$435,000.00","$450,000","0","0","Standard","Standard Sale","Cash","0.50","1985","No","","","LORRAINE HEIGHTS","LORRAINE HEIGHTS"
"VASP2024148","RES","CLS","4010 Belair Plantation Dr","23024","Spotsylvania, VA","Detached","3,350","4","3","1","04/16/2024","05/01/24","$1,100,000.00","$1,270,000","7","7","Standard","Standard Sale","Cash","1.78","1992","No","","","NONE AVAILABLE","BOGGS ESTATE"
"VASP2024188","RES","CLS","230-A Bend Farm Rd","22408","Spotsylvania, VA","Detached","1,760","3","2","1","04/15/2024","05/01/24","$399,900.00","$393,000","8","36","Standard","Standard Sale","VA","0.11","2018","No","","Very Good","SYLVANIA HEIGHTS","SYLVANIA HEIGHTS"
